,vacancy_id
8495,127380456
8496,131540438
8497,131152066
8498,131445504
8499,130504799
8500,131599808
8501,131447112
8503,131267736
8504,131376421
8505,118170032
8506,131049427
8507,131547222
8508,131409985
8509,131059572
8510,131494712
8511,130579704
8512,131511871
8513,131244644
8514,130421487
8515,131090803
8517,131041239
8518,131140517
8519,131140518
8520,127455766
8521,129921914
8522,131349427
8523,126982677
8524,131252619
8525,131394792
8526,130486961
8527,131386489
8528,131328461
8529,131124492
8530,131182595
8531,131137439
8532,131158678
8533,130994488
8534,131166884
8535,131051449
8536,129290464
8537,130408163
8538,131067294
8539,130939683
8540,130939673
8541,130939674
8542,130939675
8543,130939676
8544,130939677
8545,130939678
8546,130939679
8547,130939672
8553,130900758
8582,131373676
8588,131534217
8590,131199210
8640,131176718
8641,131781668
8642,131772074
8643,130916507
8644,131734371
8645,131728806
8646,131679133
8647,131738352
8648,129194656
8649,128998312
8650,131679180
8651,131696320
8652,131692924
8653,130915250
8654,131702563
8655,131712147
8656,131637538
8657,131644612
8658,127654614
8659,131516166
8660,131623533
8661,131476823
8662,131469992
8663,131586114
8664,131613950
8665,131588915
8666,131516313
8667,131443675
8668,130685144
8669,130949309
8670,131550075
8671,128473664
8672,131543623
8673,131541020
8674,129478666
8675,131501625
8676,131097423
8677,129586320
